Job_Title,Skills,Skills_str
Python Developer,"['go', 'googlecloud', 'java', 'mysql', 'nodejavascript', 'python', 'react', 'redis', 'spring']","go, googlecloud, java, mysql, nodejavascript, python, react, redis, spring"
Python Developer,"['c#', 'c++', 'django', 'go', 'googlecloud', 'mysql', 'python', 'redis']","c#, c++, django, go, googlecloud, mysql, python, redis"
Python Developer,"['angular', 'aws', 'c#', 'c++', 'postgresql', 'python']","angular, aws, c#, c++, postgresql, python"
Python Developer,"['angular', 'azure', 'c++', 'flask', 'mongodb', 'oracle', 'python', 'ruby', 'spring']","angular, azure, c++, flask, mongodb, oracle, python, ruby, spring"
Python Developer,"['angular', 'flask', 'googlecloud', 'java', 'javascript', 'postgresql', 'python', 'spring']","angular, flask, googlecloud, java, javascript, postgresql, python, spring"
Python Developer,"['googlecloud', 'javascript', 'mysql', 'nodejavascript', 'postgresql', 'python', 'react']","googlecloud, javascript, mysql, nodejavascript, postgresql, python, react"
Python Developer,"['aws', 'c++', 'mongodb', 'nodejavascript', 'python', 'ruby']","aws, c++, mongodb, nodejavascript, python, ruby"
Python Developer,"['c++', 'django', 'flask', 'googlecloud', 'java', 'javascript', 'nodejavascript', 'oracle', 'python']","c++, django, flask, googlecloud, java, javascript, nodejavascript, oracle, python"
Python Developer,"['azure', 'django', 'javascript', 'mongodb', 'nodejavascript', 'python', 'ruby', 'spring']","azure, django, javascript, mongodb, nodejavascript, python, ruby, spring"
Python Developer,"['azure', 'c#', 'django', 'javascript', 'oracle', 'python', 'ruby']","azure, c#, django, javascript, oracle, python, ruby"
Python Developer,"['azure', 'c#', 'c++', 'django', 'flask', 'mongodb', 'nodejavascript', 'python', 'redis']","azure, c#, c++, django, flask, mongodb, nodejavascript, python, redis"
Python Developer,"['aws', 'c#', 'mysql', 'nodejavascript', 'python']","aws, c#, mysql, nodejavascript, python"
Python Developer,"['angular', 'aws', 'c++', 'oracle', 'python']","angular, aws, c++, oracle, python"
Python Developer,"['flask', 'googlecloud', 'oracle', 'postgresql', 'python', 'react', 'ruby']","flask, googlecloud, oracle, postgresql, python, react, ruby"
Python Developer,"['angular', 'aws', 'c#', 'c++', 'mongodb', 'oracle', 'python']","angular, aws, c#, c++, mongodb, oracle, python"
Python Developer,"['azure', 'flask', 'go', 'postgresql', 'python', 'react', 'redis']","azure, flask, go, postgresql, python, react, redis"
Python Developer,"['aws', 'c#', 'c++', 'javascript', 'mongodb', 'python', 'react', 'redis']","aws, c#, c++, javascript, mongodb, python, react, redis"
Python Developer,"['aws', 'django', 'flask', 'java', 'postgresql', 'python', 'react', 'redis', 'ruby']","aws, django, flask, java, postgresql, python, react, redis, ruby"
Python Developer,"['django', 'go', 'googlecloud', 'java', 'javascript', 'nodejavascript', 'oracle', 'python']","django, go, googlecloud, java, javascript, nodejavascript, oracle, python"
Python Developer,"['c#', 'googlecloud', 'oracle', 'postgresql', 'python', 'ruby', 'spring']","c#, googlecloud, oracle, postgresql, python, ruby, spring"
Python Developer,"['azure', 'c++', 'flask', 'mysql', 'python', 'react', 'vue']","azure, c++, flask, mysql, python, react, vue"
Python Developer,"['aws', 'django', 'javascript', 'mysql', 'oracle', 'python']","aws, django, javascript, mysql, oracle, python"
Python Developer,"['c#', 'c++', 'django', 'googlecloud', 'mysql', 'python', 'spring']","c#, c++, django, googlecloud, mysql, python, spring"
Python Developer,"['c#', 'c++', 'googlecloud', 'java', 'nodejavascript', 'postgresql', 'python', 'redis', 'spring']","c#, c++, googlecloud, java, nodejavascript, postgresql, python, redis, spring"
Python Developer,"['angular', 'aws', 'flask', 'go', 'javascript', 'mysql', 'python', 'spring']","angular, aws, flask, go, javascript, mysql, python, spring"
Python Developer,"['angular', 'aws', 'go', 'java', 'javascript', 'oracle', 'python', 'redis']","angular, aws, go, java, javascript, oracle, python, redis"
Python Developer,"['aws', 'c#', 'javascript', 'mysql', 'nodejavascript', 'python', 'redis']","aws, c#, javascript, mysql, nodejavascript, python, redis"
Python Developer,"['aws', 'django', 'java', 'javascript', 'mysql', 'python', 'ruby']","aws, django, java, javascript, mysql, python, ruby"
Python Developer,"['c++', 'googlecloud', 'oracle', 'postgresql', 'python', 'react']","c++, googlecloud, oracle, postgresql, python, react"
Python Developer,"['aws', 'c#', 'flask', 'java', 'mongodb', 'mysql', 'python', 'ruby', 'vue']","aws, c#, flask, java, mongodb, mysql, python, ruby, vue"
Python Developer,"['c++', 'googlecloud', 'java', 'mongodb', 'oracle', 'python', 'vue']","c++, googlecloud, java, mongodb, oracle, python, vue"
Python Developer,"['angular', 'azure', 'c#', 'go', 'mongodb', 'python', 'redis']","angular, azure, c#, go, mongodb, python, redis"
Python Developer,"['googlecloud', 'postgresql', 'python', 'react', 'ruby']","googlecloud, postgresql, python, react, ruby"
Python Developer,"['azure', 'c++', 'flask', 'javascript', 'oracle', 'python', 'react', 'spring']","azure, c++, flask, javascript, oracle, python, react, spring"
Python Developer,"['angular', 'aws', 'c#', 'flask', 'go', 'mysql', 'python', 'vue']","angular, aws, c#, flask, go, mysql, python, vue"
Python Developer,"['aws', 'go', 'javascript', 'nodejavascript', 'oracle', 'python', 'react', 'redis', 'ruby', 'vue']","aws, go, javascript, nodejavascript, oracle, python, react, redis, ruby, vue"
Python Developer,"['c++', 'googlecloud', 'mysql', 'python', 'react', 'redis', 'spring', 'vue']","c++, googlecloud, mysql, python, react, redis, spring, vue"
Python Developer,"['googlecloud', 'postgresql', 'python', 'ruby', 'spring']","googlecloud, postgresql, python, ruby, spring"
Python Developer,"['c++', 'django', 'googlecloud', 'mongodb', 'python']","c++, django, googlecloud, mongodb, python"
Python Developer,"['angular', 'azure', 'c#', 'java', 'mongodb', 'oracle', 'python', 'vue']","angular, azure, c#, java, mongodb, oracle, python, vue"
Python Developer,"['angular', 'azure', 'c#', 'mysql', 'python', 'redis', 'vue']","angular, azure, c#, mysql, python, redis, vue"
Python Developer,"['aws', 'c++', 'flask', 'java', 'javascript', 'oracle', 'python']","aws, c++, flask, java, javascript, oracle, python"
Python Developer,"['angular', 'googlecloud', 'java', 'mongodb', 'python', 'react', 'redis', 'spring']","angular, googlecloud, java, mongodb, python, react, redis, spring"
Python Developer,"['azure', 'c++', 'java', 'mongodb', 'oracle', 'python', 'react', 'spring']","azure, c++, java, mongodb, oracle, python, react, spring"
Python Developer,"['azure', 'c#', 'django', 'go', 'mongodb', 'python', 'redis', 'ruby']","azure, c#, django, go, mongodb, python, redis, ruby"
Python Developer,"['aws', 'java', 'javascript', 'mysql', 'python', 'ruby', 'spring']","aws, java, javascript, mysql, python, ruby, spring"
Python Developer,"['angular', 'aws', 'javascript', 'mysql', 'nodejavascript', 'python']","angular, aws, javascript, mysql, nodejavascript, python"
Python Developer,"['angular', 'azure', 'c#', 'javascript', 'oracle', 'python', 'vue']","angular, azure, c#, javascript, oracle, python, vue"
Python Developer,"['angular', 'django', 'googlecloud', 'java', 'mysql', 'python', 'spring']","angular, django, googlecloud, java, mysql, python, spring"
Python Developer,"['azure', 'django', 'javascript', 'nodejavascript', 'postgresql', 'python', 'redis']","azure, django, javascript, nodejavascript, postgresql, python, redis"
Python Developer,"['c#', 'go', 'googlecloud', 'javascript', 'nodejavascript', 'postgresql', 'python']","c#, go, googlecloud, javascript, nodejavascript, postgresql, python"
Python Developer,"['aws', 'java', 'mongodb', 'postgresql', 'python', 'react']","aws, java, mongodb, postgresql, python, react"
Python Developer,"['azure', 'c#', 'mysql', 'nodejavascript', 'python', 'redis']","azure, c#, mysql, nodejavascript, python, redis"
Python Developer,"['azure', 'javascript', 'mongodb', 'nodejavascript', 'oracle', 'python']","azure, javascript, mongodb, nodejavascript, oracle, python"
Python Developer,"['azure', 'c#', 'c++', 'django', 'javascript', 'mysql', 'python', 'react', 'spring']","azure, c#, c++, django, javascript, mysql, python, react, spring"
Python Developer,"['angular', 'azure', 'c++', 'django', 'mongodb', 'nodejavascript', 'python', 'ruby']","angular, azure, c++, django, mongodb, nodejavascript, python, ruby"
Python Developer,"['c++', 'flask', 'googlecloud', 'javascript', 'mongodb', 'mysql', 'python', 'react']","c++, flask, googlecloud, javascript, mongodb, mysql, python, react"
Python Developer,"['c#', 'flask', 'googlecloud', 'mongodb', 'python', 'react']","c#, flask, googlecloud, mongodb, python, react"
Python Developer,"['c#', 'c++', 'googlecloud', 'nodejavascript', 'oracle', 'python', 'ruby']","c#, c++, googlecloud, nodejavascript, oracle, python, ruby"
Python Developer,"['aws', 'flask', 'javascript', 'nodejavascript', 'postgresql', 'python', 'redis', 'spring']","aws, flask, javascript, nodejavascript, postgresql, python, redis, spring"
Python Developer,"['angular', 'aws', 'django', 'go', 'java', 'mysql', 'nodejavascript', 'oracle', 'python']","angular, aws, django, go, java, mysql, nodejavascript, oracle, python"
Python Developer,"['azure', 'java', 'mysql', 'nodejavascript', 'oracle', 'python', 'ruby']","azure, java, mysql, nodejavascript, oracle, python, ruby"
Python Developer,"['azure', 'c#', 'c++', 'django', 'postgresql', 'python', 'react', 'ruby']","azure, c#, c++, django, postgresql, python, react, ruby"
Python Developer,"['go', 'googlecloud', 'mongodb', 'mysql', 'nodejavascript', 'python', 'react']","go, googlecloud, mongodb, mysql, nodejavascript, python, react"
Python Developer,"['aws', 'flask', 'java', 'javascript', 'mysql', 'oracle', 'python', 'spring']","aws, flask, java, javascript, mysql, oracle, python, spring"
Python Developer,"['aws', 'flask', 'go', 'mongodb', 'python', 'redis']","aws, flask, go, mongodb, python, redis"
Python Developer,"['c#', 'googlecloud', 'java', 'python', 'redis', 'vue']","c#, googlecloud, java, python, redis, vue"
Python Developer,"['azure', 'c#', 'mysql', 'oracle', 'python', 'react', 'ruby']","azure, c#, mysql, oracle, python, react, ruby"
Python Developer,"['aws', 'c++', 'go', 'javascript', 'mysql', 'python', 'react', 'spring']","aws, c++, go, javascript, mysql, python, react, spring"
Python Developer,"['aws', 'c++', 'mongodb', 'oracle', 'python', 'react', 'spring', 'vue']","aws, c++, mongodb, oracle, python, react, spring, vue"
Python Developer,"['azure', 'django', 'flask', 'java', 'javascript', 'mongodb', 'oracle', 'python', 'react']","azure, django, flask, java, javascript, mongodb, oracle, python, react"
Python Developer,"['angular', 'flask', 'go', 'googlecloud', 'oracle', 'python', 'vue']","angular, flask, go, googlecloud, oracle, python, vue"
Python Developer,"['aws', 'java', 'javascript', 'mongodb', 'nodejavascript', 'python', 'redis']","aws, java, javascript, mongodb, nodejavascript, python, redis"
Python Developer,"['angular', 'django', 'go', 'googlecloud', 'java', 'mysql', 'python', 'vue']","angular, django, go, googlecloud, java, mysql, python, vue"
Python Developer,"['angular', 'azure', 'flask', 'java', 'mongodb', 'python', 'ruby', 'spring']","angular, azure, flask, java, mongodb, python, ruby, spring"
Python Developer,"['azure', 'flask', 'java', 'javascript', 'mysql', 'python']","azure, flask, java, javascript, mysql, python"
Python Developer,"['flask', 'googlecloud', 'java', 'javascript', 'python', 'react', 'redis']","flask, googlecloud, java, javascript, python, react, redis"
Python Developer,"['angular', 'azure', 'mongodb', 'nodejavascript', 'python', 'redis', 'ruby']","angular, azure, mongodb, nodejavascript, python, redis, ruby"
Python Developer,"['c#', 'c++', 'django', 'googlecloud', 'nodejavascript', 'python', 'redis']","c#, c++, django, googlecloud, nodejavascript, python, redis"
Python Developer,"['angular', 'aws', 'c++', 'django', 'mongodb', 'oracle', 'python']","angular, aws, c++, django, mongodb, oracle, python"
Python Developer,"['angular', 'c#', 'c++', 'django', 'flask', 'go', 'googlecloud', 'postgresql', 'python']","angular, c#, c++, django, flask, go, googlecloud, postgresql, python"
Python Developer,"['angular', 'c++', 'googlecloud', 'java', 'javascript', 'mongodb', 'mysql', 'python', 'react']","angular, c++, googlecloud, java, javascript, mongodb, mysql, python, react"
Python Developer,"['c++', 'googlecloud', 'mysql', 'python', 'redis', 'vue']","c++, googlecloud, mysql, python, redis, vue"
Python Developer,"['django', 'googlecloud', 'javascript', 'oracle', 'python']","django, googlecloud, javascript, oracle, python"
Python Developer,"['azure', 'java', 'oracle', 'python', 'react']","azure, java, oracle, python, react"
Python Developer,"['angular', 'go', 'googlecloud', 'mongodb', 'python', 'react', 'redis', 'vue']","angular, go, googlecloud, mongodb, python, react, redis, vue"
Python Developer,"['aws', 'javascript', 'mongodb', 'oracle', 'python', 'spring']","aws, javascript, mongodb, oracle, python, spring"
Python Developer,"['c#', 'googlecloud', 'javascript', 'nodejavascript', 'python', 'redis']","c#, googlecloud, javascript, nodejavascript, python, redis"
Python Developer,"['aws', 'django', 'go', 'mongodb', 'python', 'react', 'spring']","aws, django, go, mongodb, python, react, spring"
Python Developer,"['angular', 'googlecloud', 'javascript', 'mongodb', 'python', 'redis', 'spring', 'vue']","angular, googlecloud, javascript, mongodb, python, redis, spring, vue"
Python Developer,"['aws', 'c++', 'django', 'nodejavascript', 'python', 'redis', 'ruby', 'spring']","aws, c++, django, nodejavascript, python, redis, ruby, spring"
Python Developer,"['django', 'googlecloud', 'postgresql', 'python', 'redis', 'ruby']","django, googlecloud, postgresql, python, redis, ruby"
Python Developer,"['c#', 'go', 'googlecloud', 'java', 'oracle', 'python', 'react', 'vue']","c#, go, googlecloud, java, oracle, python, react, vue"
Python Developer,"['angular', 'c++', 'flask', 'go', 'googlecloud', 'java', 'mongodb', 'mysql', 'python', 'react']","angular, c++, flask, go, googlecloud, java, mongodb, mysql, python, react"
Python Developer,"['azure', 'flask', 'go', 'mysql', 'postgresql', 'python', 'spring']","azure, flask, go, mysql, postgresql, python, spring"
Python Developer,"['c#', 'googlecloud', 'java', 'mongodb', 'nodejavascript', 'oracle', 'python', 'react', 'spring']","c#, googlecloud, java, mongodb, nodejavascript, oracle, python, react, spring"
Python Developer,"['angular', 'azure', 'c++', 'django', 'java', 'oracle', 'python']","angular, azure, c++, django, java, oracle, python"
Python Developer,"['angular', 'azure', 'java', 'mysql', 'python', 'vue']","angular, azure, java, mysql, python, vue"
Python Developer,"['c++', 'django', 'go', 'googlecloud', 'javascript', 'mongodb', 'postgresql', 'python', 'react', 'vue']","c++, django, go, googlecloud, javascript, mongodb, postgresql, python, react, vue"
Java Developer,"['azure', 'c#', 'java', 'javascript', 'mongodb', 'react', 'redis', 'ruby']","azure, c#, java, javascript, mongodb, react, redis, ruby"
Java Developer,"['flask', 'go', 'googlecloud', 'java', 'redis', 'ruby']","flask, go, googlecloud, java, redis, ruby"
Java Developer,"['angular', 'azure', 'c++', 'java', 'mysql', 'ruby', 'spring']","angular, azure, c++, java, mysql, ruby, spring"
Java Developer,"['aws', 'c#', 'c++', 'django', 'flask', 'java', 'javascript', 'mongodb', 'nodejavascript']","aws, c#, c++, django, flask, java, javascript, mongodb, nodejavascript"
Java Developer,"['aws', 'c++', 'go', 'java', 'nodejavascript', 'oracle', 'postgresql', 'python', 'vue']","aws, c++, go, java, nodejavascript, oracle, postgresql, python, vue"
Java Developer,"['azure', 'django', 'go', 'java', 'mongodb', 'oracle', 'spring']","azure, django, go, java, mongodb, oracle, spring"
Java Developer,"['azure', 'c++', 'java', 'mongodb', 'vue']","azure, c++, java, mongodb, vue"
Java Developer,"['c#', 'django', 'go', 'googlecloud', 'java', 'nodejavascript', 'redis', 'vue']","c#, django, go, googlecloud, java, nodejavascript, redis, vue"
Java Developer,"['azure', 'flask', 'java', 'postgresql', 'python', 'redis']","azure, flask, java, postgresql, python, redis"
Java Developer,"['aws', 'c#', 'django', 'flask', 'java', 'javascript', 'oracle', 'postgresql']","aws, c#, django, flask, java, javascript, oracle, postgresql"
Java Developer,"['googlecloud', 'java', 'mongodb', 'postgresql', 'react', 'ruby', 'vue']","googlecloud, java, mongodb, postgresql, react, ruby, vue"
Java Developer,"['azure', 'flask', 'go', 'java', 'mongodb', 'nodejavascript', 'postgresql']","azure, flask, go, java, mongodb, nodejavascript, postgresql"
Java Developer,"['aws', 'flask', 'java', 'nodejavascript', 'redis', 'ruby', 'spring']","aws, flask, java, nodejavascript, redis, ruby, spring"
Java Developer,"['googlecloud', 'java', 'mongodb', 'postgresql', 'react', 'ruby']","googlecloud, java, mongodb, postgresql, react, ruby"
Java Developer,"['angular', 'aws', 'c#', 'go', 'java', 'nodejavascript', 'react', 'redis']","angular, aws, c#, go, java, nodejavascript, react, redis"
